uid,pmin_median,pmax_median,pmax_99_perc,pmax_max
PLALTFPA 34.5 9001 PLALT_UNIT1 UN,0.0,340.0,350.0,350.0
BVRCRFBC 34.5 9001 BEAVERCR_UNIT1 UN,0.0,340.0,340.0,340.0
NENGLDBT 34.5 9001 NENGL_UNIT1 UN,0.0,340.0,340.0,340.0
WESTON 115 Q115 WESG3203 UN,0.0,339.0,339.0,339.0
MILL_CRE 345 Q345 MCUNIT1 UN,1.0,336.0,336.0,336.0
MILL_CRE 345 Q345 MCUNIT2 UN,1.0,336.0,336.0,336.0
CTWD 500 G4 G4_S4 UN,0.1,332.0,332.0,332.0
CTWD 500 G3 G3_S3 UN,0.1,332.0,332.0,332.0
CTWD 500 G1 G1_S1 UN,0.1,330.0,330.0,330.0
WALLCED 230 6 6 UN,0.0,330.0,330.0,330.0
ZIMMER 345 Q345 ZM1_AEP UN,1.0,330.0,330.0,330.0
HOBBS 230 ST1 HOBBS_ST1 UN,1.0,330.0,330.0,330.0
CTWD 500 G2 G2_S2 UN,0.1,330.0,330.0,330.0
WAUKEGAN 138 B138 WA-7 UN,1.0,328.0,328.0,328.0
KIOWA 18 ST1 ST1 UN,0.0,325.0,325.0,325.0
20SPURLK 345 Q345 20S1 UN,1.0,325.0,325.0,325.0
KIOWA 18 ST2 ST2 UN,0.0,325.0,325.0,325.0
POPLAR_4 230 4662 PR1_UNIT UN,1.0,325.0,325.0,325.0
TECHE1 24 391 3 UN,0.0,324.0,324.0,324.0
FPARAD1 22.4 1 1 UN,0.0,321.0,321.0,321.0
FPARAD1 22.4 2 2 UN,0.0,321.0,321.0,321.0
FPARAD1 22.4 3 3 UN,0.0,321.0,321.0,321.0
WABASHR 230 Q230 UN6 UN,1.0,321.0,321.0,321.0
FPARAD1 22.4 4 4 UN,0.0,321.0,321.0,321.0
KNDL_IPP 345 B345 KENDALL1_2 UN,0.0,320.0,320.0,320.0
COW 138 CECO CONCECO UN,0.0,320.0,320.0,320.0
BAILLY 138 Q138 P8 UN,1.0,320.0,320.0,320.0
KNDL_IPP 345 A345 KENDALL1_3 UN,0.0,320.0,320.0,320.0
KNDL_IPP 345 B345 KENDALL1_1 UN,0.0,320.0,320.0,320.0
KNDL_IPP 345 A345 KENDALL1_4 UN,0.0,320.0,320.0,320.0
MIAMIFOR 22 QQ22 MI8 UN,1.0,320.0,320.0,320.0
MIAMIFOR 22 QQ22 MI7 UN,1.0,320.0,320.0,320.0
BRANCH1 22 2 2 UN,0.0,319.0,319.0,319.0
SHAND_4 230 4691 SH1_UNIT UN,1.0,319.0,319.0,319.0
WAKE_FLD 230 RC1 RTLSNKE_CRK_WF UN,0.0,318.15,318.15,318.15
ETTA 500 ST ST UN,0.1,317.0,317.0,317.0
MAGNET 500 10 G1 UN,0.1,317.0,317.0,317.0
ARBHLDEZ 34.5 9001 ARBHL_UNIT1 UN,0.0,316.0,316.0,316.0
9_JOLIET 18 Q18 JL-6 UN,0.0,316.0,316.0,316.0
OAKCREEK 18 C18 O-C-SS_OC8 UN,0.1,312.0,312.0,312.0
OAKCREEK 230 B230 O-C-SS_OC8 UN,0.1,312.0,312.0,312.0
JOU_CIN 345 Q345 CONESVIL4_JOU UN,1.0,312.0,312.0,312.0
SW_STA 24 GN3 3 UN,1.0,311.0,311.0,311.0
ARBHLDEZ 34 9001 ARBHL_UNIT1 UN,0.0,310.9,310.9,310.9
MONTPS 21 22 CT_1B UN,0.0,310.2,310.2,310.2
MONTPS 21 26 CTG_1A UN,0.0,310.2,310.2,310.2
MONTPS 21 26 CT_1A UN,0.0,310.2,310.2,310.2
STCHAR 21 85 CT2 UN,0.0,310.2,310.2,310.2
STCHAR 21 91 CT1 UN,0.0,310.2,310.2,310.2
STCHAR 21 85 CT_1B UN,0.0,310.2,310.2,310.2
MONTPS 21 22 CTG_1B UN,0.0,310.2,310.2,310.2
STCHAR 21 91 CT_1A UN,0.0,310.2,310.2,310.2
FRONTR 345 10G G301 UN,0.0,310.0,310.0,310.0
POPLAR_4 230 4610 PR2_UNIT UN,1.0,310.0,310.0,310.0
COW 138 MKTU MKTUNIT UN,100.0,310.0,310.0,370.0
CARVIL 230 A GA_MKT UN,0.0,309.0,309.0,309.0
PHILL 161 RJ3 DOGWOOD_ST UN,1.0,307.0,307.0,307.0
933_TWIN 345 Q345 RADFRDWF UN,0.0,305.8,305.8,305.8
HITCH 345 197 GPWC UN,0.0,304.54,304.54,304.54
DKR_I_II 345 3100 DKR_I_II UN,0.0,304.0,304.0,304.0
TREASURE 345 UN1 CADDO_WIND UN,0.0,303.6,303.6,303.6
JHNSTNCO 345 RJ2 DMNDSPG_WIND UN,0.0,303.0,303.0,303.0
STRA 345 RJ1 IRISH_CK UN,0.0,301.7,301.7,301.7
IDACOFIC 34.5 3009 IDAGROVE_UNIT1 UN,0.0,301.1,301.1,301.1
NEORDG 345 8010 NEOSHRDG UN,0.0,301.0,301.0,301.0
DEUELHAR 34.5 804 DEUEL_H1 UN,0.0,300.1,300.1,300.1
DSY 127 VG12 VG12_DC_UNIT UN,0.0,300.0,300.0,300.0
DSY 127 VG11 VG11_DC_UNIT UN,0.0,300.0,300.0,300.0
COLUMBIA 345 Q345 COL_COL2 UN,0.0,300.0,300.0,300.0
MATO 345 CO7 7COWBOY UN,0.0,300.0,300.0,300.0
TOBIAS 345 RJ1 MILLIGN_WIND UN,0.0,300.0,300.0,300.0
MERAMEC 16 26 3 UN,0.0,300.0,300.0,300.0
DSY 127 VG13 VG13_DC_UNIT UN,0.0,300.0,300.0,300.0
CHOCTAW 500 1 S1 UN,1.0,300.0,300.0,300.0
ROCKCK7 345 RJ2 MPS_ROCKCREEK UN,0.0,300.0,300.0,300.0
BEAVERCR 138 Q138 SVC UN,1.0,300.0,300.0,300.0
MERAMEC 138 19 3 UN,1.0,300.0,300.0,300.0
ACAEES 138 G6 STG26 UN,80.0,300.0,300.0,300.0
DSY 127 VG21 VG21_DC_UNIT UN,0.0,300.0,300.0,300.0
WARRICKW 138 Q138 UN4-ALCOA UN,1.0,300.0,300.0,300.0
BD_6 230 4220 BD6_UNIT UN,1.0,300.0,300.0,300.0
STRA 345 SC1 SOCW_WIND UN,0.0,300.0,300.0,300.0
ROCKFORD 138 A138 16URO-1 UN,0.0,300.0,300.0,300.0
WARRICKW 138 Q138 UN4-SIGE UN,1.0,300.0,300.0,300.0
UPLANDPR 345 3001 UPLANDPR_WIND UN,0.0,300.0,300.0,300.0
DSY 127 VG22 VG22_DC_UNIT UN,0.0,300.0,300.0,300.0
HOLT_CO 345 TW1 THWE_WIND UN,0.0,300.0,300.0,300.0
DSY 127 VG23 VG23_DC_UNIT UN,0.0,300.0,300.0,300.0
VIOLA7 345 1G FLATRDG2_TSA UN,1.0,300.0,300.0,300.0
933_TWIN 34.5 Q34 RADFRDWF UN,0.0,299.0,299.0,299.0
DEERCRK 345 DCS DCS1 UN,1.0,299.0,299.0,299.0
CIMARRON 345 KNG KINGFSHR_WIND1 UN,0.0,299.0,299.0,299.0
DEERCRK 13.8 0 DCS1 UN,1.0,299.0,299.0,299.0
20SPURLK 345 Q345 HL_SPURLOCK4 UN,1.0,299.0,299.0,299.0
OUTLAW 345 OL1 OUTLAW_WIND UN,0.0,298.6,298.6,298.6
TURTLECK 345 HW1 HAYSTACK_WIND UN,0.0,298.47,298.47,298.47
LKCHAR 21 CTGA CTG_1A UN,0.0,298.2,298.2,298.2
LKCHAR 21 CTGB CTG_1B UN,0.0,298.2,298.2,298.2
JENKS 18 CC1G CGCC1 UN,1.0,298.0,298.0,298.0
JENKS 18 CC3G CGCC3 UN,1.0,298.0,298.0,298.0
CALPINE 345 ON4 ONETA_4 UN,1.0,298.0,298.0,298.0
OAKCREEK 230 B230 O-C-SS_OC7 UN,0.1,298.0,298.0,298.0
CALPINE 345 ON2 ONETA_2 UN,1.0,298.0,298.0,298.0
OAKCREEK 18 C18 O-C-SS_OC7 UN,0.1,298.0,298.0,298.0
CALPINE 345 ON3 ONETA_3 UN,1.0,298.0,298.0,298.0
CALPINE 345 ON1 ONETA_1 UN,1.0,298.0,298.0,298.0
JENKS 18 CC2G CGCC2 UN,1.0,298.0,298.0,298.0
SADDLE7 345 UN1 IRONSTAR_WIND UN,0.0,297.6,297.6,297.6
DOLET_PP 24 0003 1 UN,0.0,296.4,296.4,296.4
20SPURLK 345 Q345 18S3 UN,1.0,295.0,295.0,295.0
976_CAYU 34.5 Q34 CAYUG1WF UN,0.0,294.0,294.0,294.0
LS_POW 161 G1 G1 UN,0.0,291.0,291.0,600.0
LS_POW 161 G2 G2 UN,0.0,291.0,291.0,291.0
LS_POW 161 G3 G3 UN,0.0,291.0,291.0,291.0
NEALS 24 U4 NEALS_4_UNIT UN,0.0,290.2,290.2,290.2
FARIBGEN 18 9001 FEP_1_UN_UNIT UN,0.0,290.0,290.0,300.0
CHEMRD 138 CTGA CTG1A UN,0.1,290.0,290.0,290.0
JOLIET01 138 A138 JL-6 UN,0.0,290.0,290.0,290.0
PPG 230 GND2 GEN_AXIAL UN,105.0,290.0,290.0,360.0
DOVERS1 138 RJ1 MAVERICK_WIND UN,0.0,286.62,286.62,286.62
POCHNTCO 34.5 9017 POCHNT_1_UNIT UN,0.0,286.4,286.4,286.4
942_NELS 345 Q345 ST2 UN,1.0,286.0,286.0,286.0
UNIVERS1 138 B138 UNIV138UNIV130 UN,0.0,286.0,286.0,286.0
UNIVERS1 138 A138 UNIV138UNIV130 UN,0.0,286.0,286.0,286.0
ASTR_GEN 21 504 ASTORIA_GEN UN,116.5,285.5,285.5,285.5
ROCKYP1 13.8 3 3 UN,0.0,285.0,285.0,285.0
ROCKYP1 13.8 1 1 UN,0.0,285.0,285.0,285.0
ROCKYP1 13.8 2 2 UN,0.0,285.0,285.0,285.0
OUACH 500 G1 G1 UN,0.0,285.0,285.0,285.0
OUACH 500 G2 G2 UN,0.0,285.0,285.0,285.0
OUACH 500 G3 G3 UN,0.0,285.0,285.0,285.0
942_NELS 345 Q345 ST1 UN,1.0,284.0,284.0,284.0
GALLAT1 22.4 4 4 UN,0.0,282.0,282.0,282.0
DRESDEN3 138 Q138 STM1 UN,1.0,282.0,282.0,282.0
GALLAT1 22.4 3 3 UN,0.0,282.0,282.0,282.0
HAWTHORN 161 G6G HAW6 UN,1.0,281.0,281.0,281.0
IRON 345 G2 WESTERN_PLAINS UN,1.0,280.0,280.0,280.0
TH_HILL 21.4 102 THL2 UN,0.0,277.0,277.0,277.0
MAGNET 500 8 G3 UN,0.1,276.0,276.0,276.0
LEXNGT1 230 1 1 UN,50.0,276.0,276.0,276.0
MINGO1 345 G1 SOLOMONFORK UN,1.0,275.62,275.62,275.62
DOWMTR 230 GSUP DOWCHEMSUP UN,0.0,275.0,275.0,275.0
SWPS5 20 UN2 UN_2 UN,1.0,275.0,275.0,275.0
PORTWAS0 138 Q138 10ST UN,0.0,273.7,273.7,273.7
PORTWAS0 138 Q138 ST1 UN,0.0,273.7,273.7,273.7
CHEMOL 115 7024 LSPOWE_1_UNIT UN,0.0,273.0,273.0,273.0
SMITHOMU 138 Q138 SMITH_OMU_2 UN,1.0,271.0,271.0,271.0
CULLEY 138 Q138 UN3 UN,1.0,270.0,270.0,270.0
FALLEN1 23 2 2 UN,0.0,269.0,269.0,269.0
FALLEN1 23 3 3 UN,0.0,269.0,269.0,269.0
FALLEN1 23 1 1 UN,0.0,269.0,269.0,269.0
LANSING 22 9000 LANSIN_4_UNIT UN,71.0,266.0,266.0,266.0
OAKCREEK 18 C18 O-C-SS_OC6 UN,0.1,265.0,265.0,265.0
OAKCREEK 230 B230 O-C-SS_OC6 UN,0.1,265.0,265.0,265.0
MAGNET 500 7 G2 UN,0.1,262.6,262.6,262.6
WATSON1 20 5 5 UN,1.0,262.0,262.0,262.0
OAKCREEK 18 C18 O-C-SS_OC5 UN,0.1,262.0,262.0,262.0
OAKCREEK 138 B138 O-C-SS_OC5 UN,0.1,262.0,262.0,262.0
CANERUN6 138 Q138 CRUNIT6 UN,1.0,261.0,261.0,261.0
EDWARDS2 138 13N 2 UN,0.0,261.0,261.0,261.0
FLINTCRK 161 GN2 1_JOU_AECC UN,0.0,260.6,260.6,260.6
FLINTCRK 161 GN1 1 UN,0.0,260.6,260.6,260.6
LC 22 1 G1 UN,35.0,260.0,260.0,260.0
GDMEC 18 14 GDMEC_1_UNIT UN,20.0,260.0,260.0,260.0
CAYU 345 Q345 CAYUG1WF UN,1.0,260.0,260.0,260.0
LC 22 2 G2 UN,35.0,260.0,260.0,260.0
COLUMBIA 345 Q345 COL_COL1 UN,0.0,260.0,260.0,260.0
LST 13 G1 LA1 UN,0.0,260.0,260.0,260.0
GDMEC 18 15 GDMEC_2_UNIT UN,20.0,260.0,260.0,260.0
BIGSANDY 138 Q138 BS1 UN,1.0,260.0,260.0,260.0
GREENE1 20 2 2 UN,1.0,259.0,259.0,259.0
GASTON1 15 5 5 UN,1.0,257.0,257.0,257.0
GREENE1 20 1 1 UN,1.0,257.0,257.0,257.0
GASTON1 15 2 2 UN,1.0,257.0,257.0,257.0
BIGSTON 24 838 BIGSTOT1_UNIT UN,80.9,256.0,256.0,256.0
ANSON 115 700Z EQ_UN_7002 UN,-256.0,256.0,256.0,256.0
GASTON1 15 4 4 UN,1.0,256.0,256.0,256.0
GASTON1 15 3 3 UN,1.0,256.0,256.0,256.0
EVRGRN 230 AXOF OFF_SET UN,-255.0,255.0,255.0,255.0
BRANCH1 20 1 1 UN,0.0,255.0,255.0,255.0
RIVRSID 18 9003 RIVRS_10_UN UN,110.0,255.0,255.0,255.0
EVRGRN 230 AXMK MKT_UNIT UN,-255.0,255.0,255.0,255.0
RIVRSID 18 9002 RIVRSI_9_UN UN,110.0,255.0,255.0,255.0
SWIFTCU4 230 BMH1 CHINOOK1 UN,0.0,254.0,254.0,254.0
LUNDGREN 34.5 9001 LUNDGREN_UNIT1 UN,0.0,251.0,251.0,251.0
WIDCRK1 22.4 6 6 UN,0.0,251.0,251.0,251.0
WIDCRK1 22.4 5 5 UN,0.0,251.0,251.0,251.0
ZEPHYRN 115 7013 STK2_UNIT UN,0.0,250.4,250.4,250.4
CROSSRDS 345 ROSV ROSVELTWND UN,0.0,250.0,250.0,250.0
NEARMAN 161 4G4 1 UN,1.0,250.0,250.0,250.0
SOHILDHJ 34.5 9000 SOHIL_UNIT1 UN,0.0,250.0,250.0,250.0
DARENSLR 138 Q138 DRS_SLR1 UN,0.0,250.0,250.0,250.0
CHOCTAW 500 1 T1 UN,1.0,250.0,250.0,250.0
CHOCTAW 500 1 T2 UN,1.0,250.0,250.0,250.0
08SCRK_M 345 Q345 S_1 UN,1.0,250.0,250.0,250.0
BOBCAT7 345 MC 25MC_WIND UN,0.0,250.0,250.0,250.0
CORNU 765 Q765 ST1 UN,1.0,250.0,250.0,250.0
CORNU 765 Q765 ST2 UN,1.0,250.0,250.0,250.0
RIEL 16 DM1 DUMM1 UN,0.0,250.0,250.0,250.0
RIEL 16 DM4 DUMM4 UN,0.0,250.0,250.0,250.0
SSWF 138 2X WF_1 UN,0.0,250.0,250.0,250.0
RIEL 16 DM3 DUMM3 UN,0.0,250.0,250.0,250.0
PSEGGLOB 345 Q345 G3 UN,1.0,250.0,250.0,250.0
RIEL 16 DM2 DUMM2 UN,0.0,250.0,250.0,250.0
ABBROWN 138 Q138 UN1 UN,1.0,250.0,250.0,250.0
CHAPELLE 345 VR27 TPLH_WIND UN,0.0,250.0,250.0,250.0
DIAMNDBK 34.5 9000 DIAMN_UNIT1 UN,0.0,250.0,250.0,250.0
SCRK_AEP 345 Q345 S1 UN,1.0,250.0,250.0,250.0
913_BLOO 35 Q35 BLOOMGWF UN,0.0,250.0,250.0,250.0
913_BLOO 345 Q345 BLOOMGWF UN,0.0,250.0,250.0,250.0
DRVRSOL 34.5 42 G1 UN,0.0,250.0,250.0,250.0
ABBROWN 138 Q138 UN2 UN,1.0,250.0,250.0,250.0
OBRIENCO 34.5 3021 OBRIEN_UNIT1 UN,0.0,250.0,250.0,250.0
BVRCNTY7 345 GEN PALODURWND UN,0.0,249.9,249.9,249.9
MACON345 345 RJ1 LITTLEBLU_WF UN,0.0,249.6,249.6,249.6
NICHSUB 22 31 3 UN,1.0,249.0,249.0,249.0
WDRNG1 345 SCW SKLCRK_WIND UN,0.0,248.6,250.0,250.0
PINTAIL 345 8010 KGPLWIND UN,0.0,248.16,248.16,248.16
MCDONO1 20 3 3 UN,1.0,248.0,248.0,248.0
MCDONO1 20 2 2 UN,1.0,248.0,248.0,248.0
COLBER1 22.4 6 6 UN,0.0,247.0,247.0,247.0
COLBER1 22.4 5 5 UN,0.0,247.0,247.0,247.0
WIDCR1 22.4 6 6 UN,0.0,246.0,246.0,246.0
RODEMR1 22 594 G2_LAFA UN,0.0,246.0,246.0,246.0
WIDCR1 22.4 5 5 UN,0.0,246.0,246.0,246.0
PETERSBU 20 QQ20 PE1 UN,1.0,245.0,500.0,500.0
SKST 161 503 SIKE UN,1.0,245.0,245.0,245.0
PRATT_G 345 G8 PRATT_WF_MPS UN,1.0,244.0,244.0,244.0
JONESSUB 22 10 1 UN,1.0,243.0,243.0,243.0
JONESSUB 22 12 2 UN,1.0,243.0,243.0,243.0
PPG 69 G0R6 R6 UN,0.0,242.0,242.0,242.0
PPG 69 G0R5 R5 UN,0.0,242.0,242.0,242.0
GALLAT1 22.4 2 2 UN,0.0,241.0,241.0,241.0
GALLAT1 22.4 1 1 UN,0.0,241.0,241.0,241.0
CENTER2 22 9000 CENTER_1_UNIT UN,0.0,240.0,240.0,240.0
NINEMI 18 23 G6C UN,0.0,240.0,240.0,240.0
GLENLYN 138 Q138 GL6 UN,1.0,240.0,240.0,240.0
WRVRSIDE 345 B345 WRIVS_CT2 UN,0.0,240.0,240.0,240.0
WRVRSIDE 345 B345 WRIVS_CT1 UN,-5.0,240.0,240.0,240.0
PBENGY 13.8 CT CT UN,0.1,240.0,240.0,240.0
WRVRSIDE 345 C345 WRIVS_CT1 UN,0.0,240.0,240.0,240.0
PBENGY 13.8 ST ST UN,0.1,240.0,240.0,240.0
CHEMRD 138 CTG CTG1B UN,0.1,240.0,240.0,240.0
ST_FRAN 16 2522 STFRANCIS02 UN,-10.0,239.3,239.3,239.3
DELL 500 ST ST UN,0.0,239.0,239.0,239.0
BECKJORD 22 QQ22 UN5 UN,1.0,238.0,238.0,238.0
WHITCLD 161 UN1 WHITCLD_WIND UN,0.0,238.0,400.0,400.0
G_GULF 21 G4 G4 UN,215.6,236.2,236.2,236.2
UNIONP 500 G2C G2C UN,0.0,236.0,236.0,236.0
UNIONP 500 G4C G4C UN,0.0,236.0,236.0,236.0
UNIONP 500 G3C G3C UN,0.0,236.0,236.0,236.0
UNIONP 500 G1C G1C UN,0.0,236.0,236.0,236.0
SIKESTON 161 12 SIKEGEN UN,0.0,235.0,235.0,235.0
CLINCHRI 138 Q138 CR1 UN,1.0,235.0,235.0,235.0
ACAEES 138 G5 CTG25 UN,60.0,235.0,235.0,235.0
WASHEC 18 CT1 CT1 UN,0.0,235.0,235.0,235.0
WASHEC 18 CT2 CT2 UN,0.0,235.0,235.0,235.0
CLINCHRI 138 Q138 CR3 UN,1.0,235.0,235.0,235.0
PPG 230 GND1 GEN_EES UN,105.0,235.0,235.0,235.0
SIKESTON 161 808 SIKEGEN UN,200.0,235.0,235.0,235.0
CLINCHRI 138 Q138 CR2 UN,1.0,235.0,235.0,235.0
ACAEES 138 G4 CTG24 UN,60.0,235.0,235.0,235.0
CLEARCK 161 UN1 WINDFARM UN,0.0,234.5,234.5,234.5
DOWMTR 230 GEN8 DOWCHEM-GT800 UN,0.0,234.0,234.0,234.0
DOWMTR 230 GEN6 DOWCHEM-GT600 UN,0.0,234.0,234.0,234.0
DOWMTR 230 GEN5 DOWCHEM-GT500 UN,0.0,234.0,234.0,234.0
DOWMTR 230 GEN7 DOWCHEM-GT700 UN,0.0,234.0,234.0,234.0
STCHAR 18 99 ST_MKT2 UN,0.0,233.8,233.8,233.8
MONTPS 18 32 ST_MKT2 UN,0.0,233.8,233.8,233.8
STCHAR 18 98 ST_MKT1 UN,0.0,233.8,233.8,233.8
MONTPS 18 31 ST_MKT1 UN,0.0,233.8,233.8,233.8
JOU_CIN 345 Q345 STUART3_JOU UN,1.0,233.0,233.0,233.0
JOU_CIN 345 Q345 STUART4_JOU UN,1.0,233.0,233.0,233.0
JOU_CIN 345 Q345 STUART2_JOU UN,1.0,233.0,233.0,233.0
M_TOWN 18 9109 MGS_CTG1 UN,0.0,232.0,232.0,232.0
M_TOWN 18 9110 MGS_CTG2 UN,0.0,232.0,232.0,232.0
REID 161 Q161 REI1 UN,1.0,231.0,231.0,231.0
ST_FRAN 16 2521 STFRANCIS01 UN,-10.0,230.7,230.7,230.7
RPMONE 345 Q345 3 UN,1.0,230.0,230.0,230.0
ACADIA 138 15 ST013 UN,0.1,230.0,230.0,240.0
DOWMTR 230 GENS DOWCHEM-ST5 UN,0.0,230.0,230.0,230.0
ELK_RIV 16.5 9000 ELK_RI_4_UNIT UN,90.0,230.0,234.0,234.0
LEBROCK 18 2G STG001 UN,0.0,230.0,230.0,230.0
RPMONE 345 Q345 1 UN,1.0,230.0,230.0,230.0
TURTLECK 345 PCW PLMCK_WIND UN,0.0,230.0,230.0,230.0
BLK_DOG 18 9002 BLK_DO_6_UNIT UN,0.0,230.0,230.0,230.0
RPMONE 345 Q345 2 UN,1.0,230.0,230.0,230.0
NORCRNRG 230 203 CROWNED_RDG_N UN,0.0,230.0,230.0,230.0
N_OMAHA 161 50 5 UN,1.0,229.0,229.0,229.0
CRSRDSW7 345 G1 CROSRDS_WIND UN,0.0,228.0,228.0,228.0
EDGEWATE 345 Q345 EDG_EDG4 UN,0.0,226.0,226.0,226.0
CHOCTW 18 CT2 CTG_201 UN,0.0,225.0,225.0,225.0
TS 13.8 8 2 UN,-235.0,225.0,225.0,225.0
CASTRO 115 G2 GOOG_BETHEL_WF UN,1.0,225.0,225.0,225.0
NBUFFRG7 345 RLJ WINDFARM UN,0.0,225.0,225.0,225.0
DOUD2 161 BF1 GRTPATHFINDER UN,0.1,225.0,225.0,225.0
TS 13.8 7 1 UN,-235.0,225.0,225.0,225.0
TS 138 5 1 UN,-230.0,225.0,225.0,225.0
EGY_CNTR 22 W2CM WEC2_COMB UN,0.0,225.0,225.0,225.0
JOU_CIN 345 Q345 STUART1_JOU UN,1.0,225.0,225.0,225.0
CHOCTW 18 CT3 CTG_301 UN,0.0,225.0,225.0,225.0
TS 138 6 2 UN,-230.0,225.0,225.0,225.0
CLF_OVEC 345 Q345 CC2 UN,1.0,225.0,225.0,225.0
20COOPER 161 Q161 20C2 UN,1.0,225.0,225.0,225.0
DOUD2 161 5022 GREATPATHFINDR UN,0.1,225.0,225.0,225.0
CHOCTW 18 CT1 CTG_101 UN,0.0,225.0,225.0,225.0
DALLMAN 138 Q138 DALLMAN1384 UN,0.1,225.0,225.0,225.0
REID 161 Q161 REI2 UN,1.0,223.0,223.0,223.0
SUB1363 161 TR2 TRTL2 UN,0.0,222.4,222.4,222.4
SUB1363 161 TR1 TRTL1 UN,0.0,222.4,222.4,222.4
LELANDO 230 L1 LELAND_1_UNIT UN,1.0,221.0,221.0,221.0
LELANDO 22 1 LELAND_1_UNIT UN,1.0,221.0,221.0,221.0
BRLGTN 20 9002 BRLGTN_5_UNIT UN,0.0,221.0,221.0,221.0
MANKATEC 115 7007 MANKAT_1_UNIT UN,103.2,220.8,220.8,220.8
CLF_OVEC 345 Q345 CC5 UN,1.0,220.0,220.0,220.0
CLF_OVEC 345 Q345 CC1 UN,1.0,220.0,220.0,220.0
MINCO 345 MW5 MINCO_WIND5 UN,0.0,219.65,219.65,219.65
HSL1 10 31G 7 UN,0.0,219.0,219.0,219.0
HOBBS 115 CT2 HOBBS_CT2 UN,1.0,218.0,218.0,218.0
HOBBS 115 CT1 HOBBS_CT1 UN,1.0,218.0,218.0,218.0
MANKATEC 15 9002 MANKAT_2_UNIT UN,100.1,215.7,215.7,215.7
CASSCNTY 345 26 2 UN,1.0,215.0,215.0,215.0
PLUM_SME 24 VG13 G1 UN,0.1,215.0,215.0,215.0
VENICE 15 4 CTG_4 UN,0.0,215.0,215.0,215.0
CASSCNTY 345 28 1 UN,1.0,215.0,215.0,215.0
VENICE 138 7 CTG_4 UN,1.0,215.0,215.0,215.0
CLF_OVEC 345 Q345 CC3 UN,1.0,215.0,215.0,215.0
CLF_OVEC 345 Q345 CC4 UN,1.0,215.0,215.0,215.0
KYGERCRE 345 Q345 KY1 UN,1.0,214.0,214.0,214.0
BLK_DOG 18 9003 BLK_DO_5_UNIT UN,0.0,214.0,214.0,214.0
CLF_OVEC 345 Q345 CC6 UN,1.0,213.0,213.0,213.0
SABINE_E 20 1 G1 UN,50.0,212.0,212.0,212.0
980_WALN 138 Q138 WALNTRWF UN,0.0,212.0,212.0,212.0
CHRKESKC 345 3100 GLAICERS_EDGE UN,0.0,211.66,211.66,211.66
CHRKESKC 345 GE1 GLAICERS_EDGE UN,0.0,211.66,500.0,500.0
HOOKER_E 230 G3 G3 UN,0.1,210.0,210.0,210.0
HOOKER_E 230 G1 G1 UN,0.1,210.0,210.0,210.0
LAMAR_DC 345 1 D UN,-210.0,210.0,1200.0,1200.0
MUSKINGU 138 Q138 MR3 UN,1.0,210.0,210.0,210.0
OAKLAKEN 34.5 9003 OAKLKE_1_UNIT UN,0.0,210.0,210.0,210.0
FOX_ENER 18 B18 CT1 UN,0.0,210.0,210.0,210.0
BLWF 345 2 WF_1 UN,0.0,210.0,210.0,210.0
FOX_ENER 18 B18 CT2 UN,0.0,210.0,210.0,210.0
MUSKINGU 345 Q345 MR4 UN,1.0,210.0,210.0,210.0
LAMAR_DC 345 C519 D UN,-210.0,210.0,210.0,210.0
CHEMRD 138 STG STG UN,0.1,210.0,210.0,210.0
HOOKER_E 230 G2 G2 UN,0.1,210.0,210.0,210.0
CHRISTIA 138 Q138 GEN-2 UN,0.0,210.0,210.0,210.0
OTTER2 138 AF1 AFGE_WINDFARM UN,0.0,209.92,209.92,209.92
JUDSON 230 V172 V172_DDR_GEN UN,0.0,209.0,218.0,218.0
KYGERCRE 345 Q345 KY3 UN,1.0,209.0,209.0,209.0
KYGERCRE 345 Q345 KY5 UN,1.0,209.0,209.0,209.0
HITCH 345 198 GPWB UN,0.0,208.7,210.0,210.0
NINNESCA 345 G1 WR_NSW UN,1.0,208.3,208.3,208.3
UTICAJC 230 PVW PREVAIL_WIND UN,0.0,208.0,208.0,208.0
KYGERCRE 345 Q345 KY2 UN,1.0,207.0,207.0,207.0
JONESSUB 22 13 3 UN,1.0,207.0,207.0,207.0
FENTON 34.5 9501 FENTON_COMB_UN UN,0.0,205.5,205.5,205.5
KAMMER 138 Q138 KM1 UN,1.0,205.0,205.0,205.0
JONESSUB 22 XA6 4 UN,1.0,205.0,205.0,205.0
BECKJORD 24 QQ24 UN6_DPL UN,1.0,205.0,205.0,205.0
JOU_DPL 24 QQ24 BECKJORD6_JOU UN,1.0,205.0,205.0,205.0
KAMMER 138 Q138 KM3 UN,1.0,205.0,205.0,205.0
TANNERSC 345 Q345 TC3 UN,1.0,205.0,205.0,205.0
JOU_CIN 345 Q345 KILLEN2_JOU UN,1.0,205.0,205.0,205.0
KAMMER 138 Q138 KM2 UN,1.0,205.0,205.0,205.0
GD_TOWER 138 35 CTG_1 UN,0.0,204.3,204.3,204.3
GD_TOWER 18 38 CTG_2 UN,0.0,204.3,204.3,204.3
GD_TOWER 138 36 CTG_2 UN,0.0,204.3,204.3,204.3
GD_TOWER 18 37 CTG_1 UN,0.0,204.3,204.3,204.3
PORTWAS0 138 Q138 CT2 UN,0.0,204.0,204.0,204.0
