uid,pmin_median,pmax_median,pmax_99_perc,pmax_max
LINCOLN 345 Q345 LINCOLN_5 UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_6 UN,0.0,75.0,75.0,75.0
08EDWRDS 138 Q138 3 UN,1.0,75.0,75.0,75.0
CRETE_EC 345 B345 CRETE_EC_2 UN,0.0,75.0,75.0,75.0
DAHLBERG 230 0 UN_7 UN,0.0,75.0,75.0,75.0
DAHLBERG 230 0 UN_9 UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_1 UN,0.0,75.0,75.0,75.0
RUSHLKCK 230 4796 RU2_UNIT UN,0.0,75.0,75.0,75.0
CRSRD_EX 230 CR2 CROSSROADS2 UN,1.0,75.0,75.0,75.0
TOULO 138 Q138 CAMPGAEP UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_2 UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_4 UN,0.0,75.0,75.0,75.0
EL_FARM 161 7 EL_FAR_2_UNIT UN,0.0,75.0,75.0,75.0
CRSRD_EX 230 CR4 CROSSROADS4 UN,1.0,75.0,75.0,75.0
RFSF 345 2 SF_1 UN,-5.0,75.0,75.0,75.0
DAHLBERG 230 0 UN_10 UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_3 UN,0.0,75.0,75.0,75.0
CRETE_EC 345 B345 CRETE_EC_3 UN,0.0,75.0,75.0,75.0
DAHLBERG 230 0 UN_5 UN,0.0,75.0,75.0,75.0
LINCOLN 345 Q345 LINCOLN_8 UN,0.0,75.0,75.0,75.0
CRSRD_EX 230 CR1 CROSSROADS1 UN,1.0,75.0,75.0,75.0
CRSRD_EX 230 CR3 CROSSROADS3 UN,1.0,75.0,75.0,75.0
UNCARB 230 MUN3 UCBECO UN,0.0,75.0,75.0,75.0
STEELFLT 115 STL STEELFLTSWIND UN,1.0,75.0,75.0,75.0
CFSOLAR 34.5 Q34 CF_SOLAR UN,0.0,75.0,75.0,75.0
WUSKWATM 230 102 G3 UN,0.0,74.3,74.3,74.3
WUSKWATM 230 101 G2 UN,0.0,74.3,74.3,74.3
WUSKWATM 230 100 G1 UN,0.0,74.3,74.3,74.3
BLUCAN14 138 1 UN1_BLUCAN14 UN,1.0,74.0,74.0,74.0
GALLAT1 13.2 7 7 UN,0.0,74.0,74.0,74.0
COMANCHE 13.8 GN1 1G1 UN,1.0,74.0,74.0,74.0
GALLAT1 13.2 5 5 UN,0.0,74.0,74.0,74.0
GALLAT1 13.2 8 8 UN,0.0,74.0,74.0,74.0
GOTEBO 69 ELK LITTL_ELK_WIND UN,0.0,74.0,74.0,74.0
CLIFTO1 13.8 1G 1 UN,1.0,74.0,74.0,74.0
STOUT 138 Q138 TUR1 UN,1.0,74.0,74.0,74.0
979_MEND 34.5 Q34 MENDOTWF UN,0.0,74.0,74.0,74.0
COMANCHE 13.8 GN2 1G2 UN,1.0,74.0,74.0,74.0
GALLAT1 13.2 6 6 UN,0.0,74.0,74.0,74.0
HANSFORD 115 7G EXELON4_WIND UN,0.0,73.5,73.5,73.5
CUNNSUB 13.8 63 1 UN,1.0,73.0,73.0,73.0
TALLULA 115 3 3 UN,0.0,73.0,73.0,73.0
HENRYD1 11.5 1 1 UN,0.0,73.0,73.0,73.0
THOMSON 115 A115 THOMS_UNIT UN,0.0,73.0,73.0,73.0
THOMSON 115 Q115 THOMS_UNIT UN,0.0,73.0,73.0,73.0
MEADW_GR 230 LES PRARIEBRZ_LES UN,0.0,73.0,73.0,73.0
ALLENS1 13.2 5 5 UN,0.0,72.0,72.0,72.0
ALLENS1 13.2 8 8 UN,0.0,72.0,72.0,72.0
ALLENS1 13.2 6 6 UN,0.0,72.0,72.0,72.0
BOS_115 115 Q115 BOS_11_2_UNIT UN,0.0,72.0,72.0,72.0
ROCK 115 MAR MARSHALL_WIND UN,0.0,72.0,72.0,72.0
MADDOXSU 13.8 7G 2 UN,1.0,72.0,72.0,72.0
BOS_115 115 Q115 BOS_11_1_UNIT UN,0.0,72.0,72.0,72.0
ALLENS1 13.2 7 7 UN,0.0,72.0,72.0,72.0
INVRHLS 115 9010 INVRHL_2_UNIT UN,1.0,71.4,71.4,71.4
INVRHLS 115 9012 INVRHL_4_UNIT UN,1.0,71.4,71.4,71.4
INVRHLS 115 9011 INVRHL_3_UNIT UN,1.0,71.4,71.4,71.4
INVRHLS 115 9014 INVRHL_6_UNIT UN,1.0,71.4,71.4,71.4
INVRHLS 115 9013 INVRHL_5_UNIT UN,1.0,71.4,71.4,71.4
INVRHLS 115 9009 INVRHL_1_UNIT UN,1.0,71.4,71.4,71.4
FONTAN1 13.2 1 1 UN,0.0,71.0,71.0,71.0
SPIRITM 115 S1 SPIRIT_1_UNIT UN,1.0,71.0,71.0,71.0
LOWMAN6 115 1 1 UN,0.0,71.0,71.0,71.0
SPIRITM 13.8 0 SPIRIT_1_UNIT UN,1.0,71.0,71.0,71.0
MGC 138 3 UNT01 UN,25.0,70.5,70.5,70.5
AMESPLNT 69 8032 AMESPL_8_UNIT UN,0.0,70.0,70.0,70.0
CHAVES 34.5 RJ1 CHAVES_SOLAR UN,0.0,70.0,70.0,70.0
MOB 13.8 17 CTG_1 UN,0.0,70.0,70.0,70.0
NRTHEAST 13.8 G15 NE15 UN,1.0,70.0,70.0,70.0
BROOKE 69 934 STORMLK_2 UN,0.0,70.0,70.0,70.0
CHAVES 115 RJ1 CHAVES_SOLAR UN,0.0,70.0,70.0,70.0
CHAVES 115 RJ2 ROSWELL_SOLAR UN,0.0,70.0,70.0,70.0
GRNWD1 13.2 13 3 UN,1.0,70.0,70.0,70.0
LANDIS_6 138 6856 LD1_UNIT UN,0.0,70.0,70.0,70.0
FTLOU1 13.2 2 2 UN,0.0,70.0,70.0,70.0
HUNTER2 138 61 5 UN,5.0,70.0,70.0,70.0
HECGT 13.8 22G 35 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G11 NE11 UN,1.0,70.0,70.0,70.0
HESKETT 13.8 9005 HESKET_2_UNIT UN,33.0,70.0,70.0,70.0
CHEVC1 13.8 1 5 UN,56.0,70.0,70.0,70.0
DARDAN2 13.8 4 4 UN,1.0,70.0,70.0,70.0
DARDAN2 13.8 5 3 UN,1.0,70.0,70.0,70.0
MERAMEC 138 14 CTG_1 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G12 NE12 UN,1.0,70.0,70.0,70.0
FTLOU1 13.2 1 1 UN,0.0,70.0,70.0,70.0
20LAURLD 161 Q161 20L1 UN,1.0,70.0,70.0,70.0
961_LEE 34.5 Q34 LEEDKWF2 UN,0.0,70.0,70.0,70.0
CRESENT 138 Q138 PROVIDWF_1 UN,0.0,70.0,70.0,70.0
FGRD 13.8 1 CTG_1 UN,0.0,70.0,70.0,70.0
MORU 13.8 11 CTG_1 UN,0.1,70.0,70.0,70.0
DARDAN2 13.8 0 2 UN,1.0,70.0,70.0,70.0
GRNWD1 13.2 11 1 UN,1.0,70.0,70.0,70.0
GRNWD1 13.2 14 4 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G13 NE13 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G17 NE17 UN,1.0,70.0,70.0,70.0
SMITHMOU 138 Q138 SM5 UN,1.0,70.0,70.0,70.0
CRESENT 138 Q138 CRIDG2WF_1 UN,0.0,70.0,70.0,70.0
CRESENT 34.5 B34 PROVIDWF_1 UN,0.0,70.0,70.0,70.0
MEX 13.8 1 CTG_1 UN,0.0,70.0,70.0,70.0
NRTHEAST 13.8 G14 NE14 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G16 NE16 UN,1.0,70.0,70.0,70.0
SANDERSO 138 Q138 SAN3 UN,1.0,70.0,70.0,70.0
GRNWD1 13.2 12 2 UN,1.0,70.0,70.0,70.0
NRTHEAST 13.8 G18 NE18 UN,1.0,70.0,70.0,70.0
MUSF 138 3 SF_1 UN,-2.0,70.0,70.0,70.0
SMITHMOU 138 Q138 SM1 UN,1.0,70.0,70.0,70.0
CRESENT 138 Q138 CRIDGEWF_1 UN,0.0,70.0,70.0,70.0
CRESENT 34.5 B34 CRIDGEWF_1 UN,0.0,70.0,70.0,70.0
KOSSUTHW 345 3100 J534_NEER UN,0.0,69.6,69.6,69.6
NOBLESVI 138 Q138 CT3 UN,1.0,69.0,69.0,69.0
NOBLESVI 138 Q138 CT5 UN,1.0,69.0,69.0,69.0
JORDN1 12 1 1 UN,0.0,69.0,69.0,69.0
RIVRSI1 13.8 2 2 UN,27.0,69.0,69.0,69.0
GADSDE1 13.8 2 2 UN,1.0,69.0,69.0,69.0
NOBLESVI 138 Q138 CT4 UN,1.0,69.0,69.0,69.0
EL_FARM 13.8 24 EL_FAR_1_UNIT UN,0.0,69.0,69.0,69.0
JORDN1 12 2 2 UN,0.0,69.0,69.0,69.0
MCDONO1 13.8 1 1 UN,1.0,69.0,69.0,69.0
ASH2 230 4001 ASH2_MPC_UNIT UN,0.0,69.0,69.0,69.0
CHERH1 13.2 2 2 UN,0.0,68.0,68.0,68.0
DOUGLA2 13.2 1 1 UN,0.0,68.0,68.0,68.0
PPG 69 G03 C3 UN,0.0,68.0,68.0,68.0
MERAMEC 138 30 CTG_2 UN,1.0,68.0,68.0,68.0
WHEELE1 13.2 1 1 UN,0.0,68.0,68.0,68.0
CHERH1 13.2 1 1 UN,0.0,68.0,68.0,68.0
TYRONE 138 Q138 TYRONE_3 UN,1.0,68.0,68.0,68.0
MERAMEC 13.8 33 CTG_2 UN,0.0,68.0,68.0,68.0
WHEELE1 13.2 3 3 UN,0.0,68.0,68.0,68.0
WHEELE1 13.2 4 4 UN,0.0,68.0,68.0,68.0
WHEELE1 13.2 2 2 UN,0.0,68.0,68.0,68.0
HIWASS1 13.8 2 2 UN,1.0,68.0,68.0,68.0
CEDAR_RG 138 Q138 CEDAR_WG UN,0.0,67.7,67.7,67.7
RUGBWIND 230 4001 RUGBY1_WIND UN,0.0,67.2,67.2,67.2
MSTNG1 13.8 RJ11 MT11 UN,0.0,67.0,67.0,67.0
MSTNG1 69 RJ6 MT6 UN,0.0,67.0,67.0,67.0
M_TOWN 115 7034 SUTCT2_UNIT UN,18.0,67.0,67.0,67.0
NBEC 230 17 G2 UN,-62.0,67.0,67.0,67.0
GADSDE1 13.8 1 1 UN,1.0,67.0,67.0,67.0
ST_BONIG 13.8 9000 ST_BON_1_UNIT UN,0.1,67.0,67.0,67.0
MSTNG1 13.8 RJ8 MT8 UN,0.0,67.0,67.0,67.0
COTEAU_6 138 6919 CC3_UNIT UN,1.0,67.0,67.0,67.0
HIWASS1 13.8 1 1 UN,1.0,67.0,67.0,67.0
COTEAU_6 138 6913 CC1_UNIT UN,1.0,67.0,67.0,67.0
MSTNG1 13.8 RJ10 MT10 UN,0.0,67.0,67.0,67.0
MSTNG1 69 RJ7 MT7 UN,0.0,67.0,67.0,67.0
MSTNG1 13.8 RJ9 MT9 UN,0.0,67.0,67.0,67.0
MSTNG1 13.8 RJ12 MT12 UN,0.0,67.0,67.0,67.0
COTEAU_6 138 6917 CC2_UNIT UN,1.0,67.0,67.0,67.0
BD_6 138 6421 BD2_UNIT UN,1.0,66.0,66.0,66.0
SARATMGE 34.5 9001 SARATOGA_WIND UN,0.0,66.0,66.0,66.0
UPEC_IPP 138 B138 UPARKNORTH_6 UN,0.0,66.0,66.0,66.0
SELK 110 4 G2 UN,0.0,66.0,66.0,66.0
FITZHUGH 161 G1 1 UN,0.0,66.0,66.0,66.0
SARATMGE 161 5001 SARATOGA_WIND UN,0.0,66.0,66.0,66.0
BD_6 138 6420 BD1_UNIT UN,1.0,66.0,66.0,66.0
QE_6 138 6833 QE2_UNIT UN,1.0,66.0,66.0,66.0
QE_6 138 6834 QE1_UNIT UN,1.0,66.0,66.0,66.0
UPEC_IPP 138 B138 UPARKNORTH_5 UN,0.0,66.0,66.0,66.0
SELK 110 10 G1 UN,0.0,66.0,66.0,66.0
M_TOWN 161 5022 SUTCT3_UNIT UN,18.0,66.0,66.0,66.0
THURL1 13.8 1 1 UN,0.0,66.0,66.0,66.0
PRAIR_ST 345 42 UN1_SOY UN,39.0,65.8,65.8,65.8
PRAIR_ST 345 U2SY UN2_SOY UN,32.0,65.8,65.8,65.8
BLUE_LK 115 9015 BLUE_L_4_UNIT UN,1.0,65.2,65.2,65.2
WR_SMKHL 230 8 WINDFARM_ENEL UN,0.0,65.18,85.0,85.0
VENICE 13.8 2 CTG_2 UN,0.0,65.0,65.0,65.0
PRST_CE 345 A345 UN2_NIMP UN,35.8,65.0,120.0,120.0
REID 161 Q161 REI6 UN,1.0,65.0,65.0,65.0
ROCKRIVE 138 Q138 ROR_ROR6 UN,0.0,65.0,65.0,65.0
PENO 161 6 CTG_2 UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 7 BIGBEN_7_UNIT UN,1.0,65.0,65.0,65.0
MOSELLE 161 _258 MOSELLEG1 UN,0.1,65.0,65.0,65.0
MOSELLE 161 _258 MOSELLEG2 UN,0.1,65.0,65.0,65.0
REP 138 102 G1 UN,0.1,65.0,65.0,65.0
JONES_ST 69 36 2 UN,1.0,65.0,65.0,65.0
M_TOWN 115 7033 SUTCT1_UNIT UN,18.0,65.0,65.0,65.0
PRST_CE 345 C345 UN2_NIMP UN,35.8,65.0,65.0,65.0
SARPY 69 54 2 UN,1.0,65.0,65.0,65.0
PENO 161 6 CTG_1 UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 2 BIGBEN_3_UNIT UN,1.0,65.0,65.0,65.0
GERMANTO 138 A138 GRMTWN_GT2 UN,0.0,65.0,65.0,65.0
GERMANTO 138 A138 GRMTWN_GT3 UN,0.0,65.0,65.0,65.0
GRN_RV_P 138 Q138 GREEN_RVR_3 UN,1.0,65.0,65.0,65.0
PADDOCKS 34.5 Q34 PADDOCK_SOLAR UN,0.0,65.0,65.0,65.0
JONES_ST 69 35 1 UN,1.0,65.0,65.0,65.0
994_HILL 345 Q345 WHITNYWF UN,0.0,65.0,65.0,65.0
BIGBEND 13.8 4 BIGBEN_6_UNIT UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 6 BIGBEN_8_UNIT UN,1.0,65.0,65.0,65.0
LEE_DEKA 138 Q138 LEEDKWF2 UN,1.0,65.0,65.0,65.0
GERMANTO 138 A138 GRMTWN_GT1 UN,0.0,65.0,65.0,65.0
SARPY 69 53 1 UN,1.0,65.0,65.0,65.0
REP 138 103 G2 UN,0.1,65.0,65.0,65.0
BIGBEND 13.8 0 BIGBEN_1_UNIT UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 1 BIGBEN_2_UNIT UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 3 BIGBEN_4_UNIT UN,1.0,65.0,65.0,65.0
HOOT_LK 13.8 9000 HOOT_L_2_UNIT UN,0.0,65.0,65.0,65.0
REP 13.8 102 G1 UN,0.1,65.0,65.0,65.0
PRST_CE 345 C345 UN1_NIMP UN,35.8,65.0,65.0,65.0
GERMANTO 138 A138 GRMTWN_GT4 UN,0.0,65.0,65.0,65.0
994_HILL 34.5 A34 WHITNYWF UN,0.0,65.0,65.0,65.0
VENICE 138 6 CTG_2 UN,1.0,65.0,65.0,65.0
BIGBEND 13.8 5 BIGBEN_5_UNIT UN,1.0,65.0,65.0,65.0
REID 161 Q161 REI5 UN,1.0,65.0,65.0,65.0
PRST_CE 345 B345 UN1_NIMP UN,35.8,65.0,120.0,120.0
REP 13.8 103 G2 UN,0.1,65.0,65.0,65.0
CHSHLMV7 345 RLJ CHISHOLM2_WIND UN,0.0,64.8,64.8,64.8
WAUKEGAN 138 Q138 WA31 UN,0.0,64.0,64.0,64.0
HKYHY1 13.2 1 1 UN,0.0,64.0,64.0,64.0
PRAIR_ST 345 61 UN1_KMPA UN,37.2,63.8,63.8,63.8
PRAIR_ST 345 62 UN2_KMPA UN,37.2,63.8,63.8,63.8
PRAIR_ST 345 60 UN2_SIPM UN,31.6,63.2,63.2,63.2
PRAIR_ST 345 41 UN1_SIPM UN,31.6,63.2,63.2,63.2
OMPONCA 69 U13 OMPONCA1_3 UN,0.0,63.0,63.0,63.0
HUTCHING 138 Q138 HU5 UN,1.0,63.0,63.0,63.0
HUTCHING 138 Q138 HU3 UN,1.0,63.0,63.0,63.0
HUTCHING 138 Q138 HU4 UN,1.0,63.0,63.0,63.0
HUTCHING 138 Q138 HU6 UN,1.0,63.0,63.0,63.0
11_FISK 12 Q12 FK31 UN,0.0,63.0,63.0,63.0
LYON_CO 115 7028 CLOVER_G1 UN,0.0,62.5,62.5,62.5
ASHTBULA 230 4003 ASH_NEXTERA_UN UN,0.0,62.4,62.4,62.4
ARNOLD 22 9002 CBP_DAEC_JOU UN,0.0,62.2,62.2,62.2
HWILSN1 12.3 B B UN,0.0,62.0,62.0,62.0
LAR3821 10 23 4 UN,1.0,62.0,62.0,62.0
BEAVER1 13.8 2 1 UN,1.0,62.0,62.0,62.0
EXXON 230 MKT MKTUNIT UN,0.0,62.0,62.0,62.0
POTLTCH 115 Q115 POTLTC_1_UNIT UN,0.0,62.0,62.0,62.0
BEAVER1 13.8 3 2 UN,1.0,62.0,62.0,62.0
PENO 161 7 CTG_3 UN,1.0,62.0,62.0,62.0
CALVER1 161 1 1 UN,62.0,62.0,62.0,62.0
JOPA_CTG 161 Q161 CTG_1 UN,1.0,62.0,62.0,62.0
JOPA_CTG 161 Q161 CTG_2 UN,1.0,62.0,62.0,62.0
POTLTCH 13.8 Q14 POTLTC_1_UNIT UN,0.0,62.0,62.0,62.0
PENO 161 7 CTG_4 UN,1.0,62.0,62.0,62.0
JOPA_CTG 161 Q161 CTG_3 UN,1.0,62.0,62.0,62.0
LAR3821 10 20 3 UN,1.0,62.0,62.0,62.0
JOPA_CTG 161 Q161 CTG_4 UN,1.0,62.0,62.0,62.0
JOPA_CTG 161 Q161 CTG_5 UN,1.0,62.0,62.0,62.0
HWILSN1 12.3 A A UN,0.0,62.0,62.0,62.0
CIRRUS 230 1G CIRRUS_WIND UN,1.0,61.2,61.2,61.2
MARTN1 12 2 2 UN,0.0,61.0,61.0,61.0
KAC 138 A138 ISPP UN,0.0,60.5,60.5,60.5
KAC 34.5 Q34 ISPP UN,0.0,60.5,60.5,60.5
ERDBS959 138 Q138 BSWFNTS2 UN,1.0,60.0,60.0,60.0
RHILLS 13.8 40 RHILLS58_UNIT UN,0.0,60.0,60.0,60.0
SPIRITM 13.8 1 SPIRIT_2_UNIT UN,1.0,60.0,60.0,60.0
OSWALD_E 500 G6 CTG6 UN,0.1,60.0,60.0,60.0
AINSWIND 34.5 9003 WINDFARM UN,0.0,60.0,60.0,60.0
OSWALD_E 500 G3 CTG3 UN,0.1,60.0,60.0,60.0
WARRICKW 138 Q138 DRR UN,1.0,60.0,60.0,60.0
MILLCR 115 Q115 MEWD_CT UN,27.6,60.0,60.0,60.0
ROCKRIVE 138 Q138 ROR_ROR5 UN,0.0,60.0,60.0,60.0
SUB1399 161 2_MW FLATWTR_WIND UN,1.0,60.0,60.0,60.0
ELKINS 13.8 ELKN ELKINS UN,0.0,60.0,60.0,60.0
MICHCITY 138 Q138 P3 UN,1.0,60.0,60.0,60.0
NARDIN 69 8 COWBOY_WIND UN,0.0,60.0,60.0,60.0
MILLCR 13.8 Q14 MEWD_CT UN,27.6,60.0,60.0,60.0
BULRIDGE 138 A138 BULTER_RIDGE_1 UN,0.0,60.0,60.0,60.0
BELHEL 230 T1 T1 UN,0.1,60.0,60.0,60.0
OSWALD_E 500 G5 CTG5 UN,0.1,60.0,60.0,60.0
COLMBSCO 115 AD ADM_COGEN UN,1.0,60.0,60.0,60.0
RHILLS 13.8 36 RHILLS14_UNIT UN,0.0,60.0,60.0,60.0
16PRITCH 138 Q138 16P5 UN,1.0,60.0,60.0,60.0
ERDBS959 138 Q138 BSWFERS4 UN,1.0,60.0,60.0,60.0
WAUKEGAN 138 Q138 WA32 UN,0.0,60.0,60.0,60.0
BELHEL 230 T2 T2 UN,0.1,60.0,60.0,60.0
ABDNSBT 115 1 CT2_UNIT UN,1.0,60.0,60.0,60.0
SPIRITM 115 S2 SPIRIT_2_UNIT UN,1.0,60.0,60.0,60.0
MENDOTA0 138 Q138 WBROOKWF UN,1.0,60.0,60.0,60.0
BULRIDGE 138 B138 BULTER_RIDGE_1 UN,0.0,60.0,60.0,60.0
ROOSEVEL 138 Q13Z EQ_UN_Q138 UN,-59.7,59.7,59.7,59.7
MENOMINE 138 Q13Z EQ_UN_Q138 UN,-59.7,59.7,59.7,59.7
OLIVER3 115 1 1 UN,0.0,59.0,59.0,59.0
DOWMTR 14.4 AW DOWCHEM-ST1 UN,0.0,59.0,59.0,59.0
BUFFRID 34.5 9915 BR_TR1_UN_DIR UN,0.0,59.0,59.0,59.0
11_FISK 12 Q12 FK32 UN,0.0,59.0,59.0,59.0
POSTROCK 230 INV MIDW_INV_BKEYE UN,0.0,58.54,59.29,59.29
OLDHI1 13.2 2 2 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-7 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-5 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-3 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-6 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN10 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-4 UN,0.0,58.0,58.0,58.0
TYRONE 138 Q138 TYRONE_1_2 UN,1.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN12 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-9 UN,0.0,58.0,58.0,58.0
HUTCHING 138 Q138 HU1 UN,1.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN11 UN,0.0,58.0,58.0,58.0
SARPY 161 11 4 UN,1.0,58.0,58.0,58.0
SARPY 161 13 5 UN,1.0,58.0,58.0,58.0
11_FISK 12 Q12 FK33 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-8 UN,0.0,58.0,58.0,58.0
CIM-PL1 13.8 1G 1 UN,1.0,58.0,58.0,58.0
JIM_FLS 7.2 9003 JIMF_HYD_UNIT UN,5.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-2 UN,0.0,58.0,58.0,58.0
970_UP_N 13.5 E14 UN-1 UN,0.0,58.0,58.0,58.0
LP-MACK2 69 MASS MASSENG1 UN,0.0,57.0,57.0,57.0
BLOCK 138 V225 V225_DDR_GEN UN,0.0,56.7,56.7,56.7
WATERPP 115 0 WATERP_1_UNIT UN,1.0,56.6,56.6,56.6
09GRNVIL 138 Q138 GEN4 UN,1.0,56.0,56.0,56.0
SW_STA 13.8 GN1 1 UN,1.0,56.0,75.0,75.0
ANTELOPE 230 ANT3 ANT3 UN,1.0,56.0,56.0,56.0
09GRNVIL 138 Q138 GEN2 UN,1.0,56.0,56.0,56.0
PRESCOT 69 907 PRESCTW UN,0.0,56.0,56.0,56.0
QUIND1 161 5 CT3 UN,1.0,56.0,56.0,56.0
ANTELOPE 230 ANT2 ANT2 UN,1.0,56.0,56.0,56.0
ANTELOPE 230 6 ANT1 UN,1.0,56.0,56.0,56.0
09GRNVIL 138 Q138 GEN3 UN,1.0,56.0,56.0,56.0
HECGT 13.8 19G 32 UN,1.0,56.0,56.0,56.0
HECGT 13.8 21G 34 UN,1.0,56.0,56.0,56.0
09GRNVIL 138 Q138 GEN1 UN,1.0,56.0,56.0,56.0
NLS_WAUE 24 S3 NEALS4_JOU UN,1.0,55.9,59.0,59.0
BLUE_LK 115 9009 BLUE_L_1_UNIT UN,1.0,55.6,55.6,55.6
MOSELLE 161 _258 MOSELLEG3 UN,0.1,55.0,55.0,55.0
BRKN_BOW 13.8 3 3 UN,1.0,55.0,55.0,55.0
LASKIN 115 B115 LASKIN_2_UNIT UN,0.0,55.0,55.0,55.0
16PRITCH 138 Q138 16P4 UN,1.0,55.0,55.0,55.0
BRKN_BOW 13.8 2 2 UN,1.0,55.0,55.0,55.0
HECGT 13.8 20G 33 UN,1.0,55.0,55.0,55.0
UNCARB 230 MUN2 UCBSUP UN,0.0,55.0,55.0,55.0
MERIDIAS 230 4754 MR_301_UNIT UN,0.0,55.0,55.0,55.0
HWILSN1 13.2 7 7 UN,0.0,55.0,55.0,55.0
HWILSN1 13.2 9 9 UN,0.0,55.0,55.0,55.0
LASKIN 14.4 A14 LASKIN_2_UNIT UN,0.0,55.0,55.0,55.0
JOPPA_CT 13.8 GT1 GT1 UN,0.0,55.0,55.0,55.0
TABLE_GN 13.8 32G 2 UN,1.0,55.0,55.0,55.0
STCK_SPA 161 504 STCK UN,1.0,55.0,55.0,55.0
CGEN_SUB 69 GT1 KPP_CHAN14GT UN,1.0,55.0,55.0,55.0
HWILSN1 13.2 8 8 UN,0.0,55.0,55.0,55.0
JOPPA_CT 13.8 GT2 GT2 UN,0.0,55.0,55.0,55.0
LASKIN 115 B115 LASKIN_1_UNIT UN,0.0,55.0,55.0,55.0
BLUE_LK 115 9013 BLUE_L_3_UNIT UN,1.0,55.0,55.0,55.0
MITCHELL 138 Q138 P6 UN,1.0,55.0,55.0,55.0
LASKIN 14.4 A14 LASKIN_1_UNIT UN,0.0,55.0,55.0,55.0
TABLE_GN 13.8 31G 1 UN,1.0,55.0,55.0,55.0
TABLE_GN 13.8 33G 3 UN,1.0,55.0,55.0,55.0
HUTCHING 138 Q138 HU2 UN,1.0,55.0,55.0,55.0
GREERS1 13.8 1 1 UN,0.0,55.0,55.0,55.0
GREERS1 13.8 2 2 UN,0.04,55.0,55.0,55.0
WLTRSCTT 26 C4_2 4 UN,0.0,55.0,55.0,55.0
TABLE_GN 13.8 34G 4 UN,1.0,55.0,55.0,55.0
CORY 138 6246 CY3_UNIT UN,0.0,55.0,55.0,55.0
JOPPA_CT 13.8 GT3 GT3 UN,0.0,55.0,55.0,55.0
TURK_PP 24 BLE1 CSWETTURK UN,0.0,54.7,54.7,54.7
BLUE_LK 115 9011 BLUE_L_2_UNIT UN,1.0,54.2,54.2,54.2
JOU_AEP 24 QQ24 BECKJORD6_JOU UN,1.0,54.0,54.0,54.0
INPNDCEW 161 5003 INDEPENDENCEWF UN,0.0,54.0,54.0,56.0
HEBRON_N 14 915 1 UN,1.0,54.0,54.0,54.0
EMPEC 13.8 A2 CTG_2 UN,1.0,54.0,54.0,54.0
CBLUFFS 69 872 WSEC_1_UNIT UN,1.0,54.0,54.0,54.0
SLVRBAY 13.8 A14 SLVRBA_1_UNIT UN,0.0,54.0,54.0,54.0
CMCPH 15 20G 48 UN,1.0,54.0,54.0,54.0
MCCOOK1 13.8 15 2 UN,1.0,54.0,54.0,54.0
EMPEC 13.8 B3 CTG_3 UN,1.0,54.0,54.0,54.0
OLDHI1 13.2 1 1 UN,0.0,54.0,54.0,54.0
WANSLE1 13.8 1 1 UN,1.0,54.0,54.0,54.0
139_MEND 34.5 Q34 WBROOKWF UN,0.0,54.0,54.0,54.0
SHELDON 13.8 263 3 UN,1.0,54.0,54.0,54.0
EMPEC 13.8 B4 CTG_4 UN,1.0,54.0,54.0,54.0
EMPEC 13.8 A1 CTG_1 UN,1.0,54.0,54.0,54.0
941_GRND 34.5 A34 GRIDG2WF UN,0.0,54.0,54.0,54.0
WELEETKA 138 GN5 5 UN,1.0,53.0,53.0,53.0
WELEETKA 138 GN4 4 UN,1.0,53.0,53.0,53.0
84_BLUF 13.8 7 TBGS_4 UN,0.0,53.0,53.0,53.0
941_GRND 34.5 A34 GRIDG3WF UN,0.0,53.0,53.0,53.0
KNOLL1 13.8 GMC2 GMEC2 UN,1.0,53.0,53.0,53.0
